Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
,,Signed,,,,,,,Cap At Signing,,Value,APY,Guaranteed
Matt Cassel,Chiefs,2009,6,,"$63,000,000 ","$10,500,000 ","$27,750,000 ",,8.50%,,"$143,004,878 ","$23,834,146 ","$62,990,244 "
Philip Rivers,Chargers,2004,6,,"$41,250,000 ","$6,875,000 ","$15,580,000 ",,8.50%,,"$142,922,737 ","$23,820,456 ","$53,981,485 "
Nick Foles,Eagles,2018,2,,"$29,000,000 ","$14,500,000 ","$5,000,000 ",,8.20%,,"$45,693,002 ","$22,846,501 ","$7,878,104 "
Ryan Fitzpatrick,Bills,2011,6,,"$59,000,000 ","$9,833,333 ","$10,000,000 ",,8.20%,,"$136,845,691 ","$22,807,614 ","$23,194,185 "
Vince Young,Titans,2006,4,,"$48,040,020 ","$8,006,670 ","$25,740,020 ",,7.80%,,"$131,497,780 ","$21,916,297 ","$70,456,996 "
Jake Plummer,Broncos,2003,7,,"$40,834,725 ","$5,833,532 ","$7,000,000 ",,7.80%,,"$151,999,883 ","$21,714,268 ","$26,056,235 "
Ryan Fitzpatrick,Jets,2016,1,,"$12,000,000 ","$12,000,000 ","$12,000,000 ",,7.70%,,"$21,577,897 ","$21,577,897 ","$21,577,897 "
Mark Sanchez,Jets,2009,5,,"$47,500,000 ","$9,500,000 ","$13,997,500 ",,7.70%,,"$107,821,138 ","$21,564,228 ","$31,773,187 "
Mark Brunell,Commanders,2004,7,,"$43,360,000 ","$6,194,286 ","$8,600,000 ",,7.70%,,"$150,233,452 ","$21,461,923 ","$29,797,225 "
Ben Roethlisberger,Steelers,2021,1,,"$14,000,000 ","$14,000,000 ","$14,000,000 ",,7.70%,,"$21,418,082 ","$21,418,082 ","$21,418,082 "
Drew Bledsoe,Bills,2004,3,,"$18,500,000 ","$6,166,667 ","$6,500,000 ",,7.70%,,"$64,098,682 ","$21,366,229 ","$22,521,159 "
Brian Griese,Buccaneers,2005,5,,"$32,265,000 ","$6,453,000 ","$3,000,000 ",,7.50%,,"$105,361,263 ","$21,072,253 ","$9,796,491 "
Brian Griese,Buccaneers,2004,3,,"$17,950,000 ","$5,983,333 ","$400,000 ",,7.40%,,"$62,193,046 ","$20,731,014 ","$1,385,917 "
Baker Mayfield,CAR/LAR,2022,1,,"$15,358,000 ","$15,358,000 ","$15,358,000 ",,7.40%,,"$20,595,358 ","$20,595,358 ","$20,595,358 "
Matt Schaub,Texans,2007,6,,"$48,000,000 ","$8,000,000 ","$7,000,000 ",,7.30%,,"$122,950,459 ","$20,491,743 ","$17,930,275 "
Matt Hasselbeck,Seahawks,2000,4,,"$18,105,000 ","$4,526,250 ","$2,000,000 ",,7.30%,,"$81,305,346 ","$20,326,337 ","$8,981,535 "
Justin Fields,Jets,2025,2,,"$40,000,000 ","$20,000,000 ","$30,000,000 ",,7.20%,,"$40,000,000 ","$20,000,000 ","$30,000,000 "
Carson Palmer,Cardinals,2013,2,,"$17,000,000 ","$8,500,000 ","$10,000,000 ",,6.90%,,"$38,588,618 ","$19,294,309 ","$22,699,187 "
Derek Anderson,Browns,2008,3,,"$24,000,000 ","$8,000,000 ","$7,000,000 ",,6.90%,,"$57,765,517 ","$19,255,172 ","$16,848,276 "
Jameis Winston,Saints,2022,2,,"$28,000,000 ","$14,000,000 ","$15,200,000 ",,6.70%,,"$37,548,511 ","$18,774,256 ","$20,383,477 "
Alex Smith,KC/SF,2012,3,,"$24,000,000 ","$8,000,000 ","$9,000,000 ",,6.60%,,"$55,562,189 ","$18,520,730 ","$20,835,821 "
Kyle Orton,DEN/KC,2010,1,,"$8,379,000 ","$8,379,000 ","$5,500,000 ",,6.50%,,"$18,135,014 ","$18,135,014 ","$11,903,876 "
Teddy Bridgewater,CAR/DEN,2021,1,,"$11,500,000 ","$11,500,000 ","$10,062,500 ",,6.30%,,"$17,593,425 ","$17,593,425 ","$15,394,247 "
Michael Vick,Eagles,2013,1,,"$7,500,000 ","$7,500,000 ","$3,500,000 ",,6.10%,,"$17,024,390 ","$17,024,390 ","$7,944,715 "
Jordan Love,Packers,2023,1,,"$13,500,000 ","$13,500,000 ","$13,000,000 ",,6.00%,,"$16,766,904 ","$16,766,904 ","$16,145,907 "
Jay Cutler,Dolphins,2017,1,,"$10,000,000 ","$10,000,000 ","$5,000,000 ",,6.00%,,"$16,718,563 ","$16,718,563 ","$8,359,281 "
Josh McCown,Jets,2018,1,,"$10,000,000 ","$10,000,000 ","$5,000,000 ",,5.60%,,"$15,756,208 ","$15,756,208 ","$7,878,104 "
Jay Cutler,Broncos,2006,6,,"$34,112,500 ","$5,685,417 ","$11,050,000 ",,5.60%,,"$93,374,608 ","$15,562,436 ","$30,246,667 "
Matt Hasselbeck,Titans,2011,3,,"$20,000,000 ","$6,666,667 ","$6,000,000 ",,5.50%,,"$46,388,370 ","$15,462,791 ","$13,916,511 "
Andy Dalton,Bears,2021,1,,"$10,000,000 ","$10,000,000 ","$7,000,000 ",,5.50%,,"$15,298,630 ","$15,298,630 ","$10,709,041 "
Ryan Fitzpatrick,Commanders,2021,1,,"$10,000,000 ","$10,000,000 ","$6,000,000 ",,5.50%,,"$15,298,630 ","$15,298,630 ","$9,179,178 "
Steve McNair,Ravens,2006,4,,"$22,000,000 ","$5,500,000 ","$11,000,000 ",,5.40%,,"$60,219,608 ","$15,054,902 ","$30,109,804 "
Matt Flynn,Seahawks,2012,3,,"$19,500,000 ","$6,500,000 ","$10,000,000 ",,5.40%,,"$45,144,279 ","$15,048,093 ","$23,150,912 "
Matt Leinart,Cardinals,2006,6,,"$32,860,000 ","$5,476,667 ","$7,885,000 ",,5.40%,,"$89,946,196 ","$14,991,034 ","$21,583,255 "
Brian Griese,Dolphins,2003,2,,"$8,000,000 ","$4,000,000 ","$1,000,000 ",,5.30%,,"$29,778,554 ","$14,889,277 ","$3,722,319 "
Taysom Hill,Saints,2020,2,,"$21,000,000 ","$10,500,000 ","$17,439,000 ",,5.30%,,"$29,582,240 ","$14,791,120 ","$24,565,937 "
Charlie Whitehurst,Seahawks,2010,1,,"$6,824,000 ","$6,824,000 ","$2,000,000 ",,5.30%,,"$14,769,464 ","$14,769,464 ","$4,328,682 "
Drew Bledsoe,Cowboys,2005,3,,"$13,500,000 ","$4,500,000 ","$3,500,000 ",,5.30%,,"$44,084,211 ","$14,694,737 ","$11,429,240 "
Ben Roethlisberger,Steelers,2004,6,,"$25,219,500 ","$4,203,250 ","$9,009,500 ",,5.20%,,"$87,380,363 ","$14,563,394 ","$31,216,058 "
Matt Schaub,Raiders,2014,2,,"$13,500,000 ","$6,750,000 ","$8,000,000 ",,5.10%,,"$28,339,850 ","$14,169,925 ","$16,793,985 "
Trevor Lawrence,Jaguars,2021,4,,"$36,793,486 ","$9,198,372 ","$36,793,486 ",,5.00%,,"$56,288,993 ","$14,072,249 ","$56,288,993 "
Daniel Jones,Colts,2025,1,,"$14,000,000 ","$14,000,000 ","$13,150,000 ",,5.00%,,"$14,000,000 ","$14,000,000 ","$13,150,000 "
Kurt Warner,Cardinals,2006,3,,"$15,000,000 ","$5,000,000 ","$3,000,000 ",,4.90%,,"$41,058,824 ","$13,686,275 ","$8,211,765 "
Gardner Minshew,Raiders,2024,2,,"$25,000,000 ","$12,500,000 ","$15,000,000 ",,4.90%,,"$27,329,679 ","$13,664,839 ","$16,397,807 "
Aaron Rodgers,Steelers,2025,1,,"$13,650,000 ","$13,650,000 ","$10,000,000 ",,4.90%,,"$13,650,000 ","$13,650,000 ","$10,000,000 "
Robert Griffin III,Browns,2016,2,,"$15,000,000 ","$7,500,000 ","$6,750,000 ",,4.80%,,"$26,972,371 ","$13,486,185 ","$12,137,567 "
Zach Wilson,NYJ/DEN,2021,4,,"$35,150,680 ","$8,787,695 ","$35,150,680 ",,4.80%,,"$53,775,725 ","$13,443,970 ","$53,775,725 "
Kurt Warner,Cardinals,2005,1,,"$4,000,000 ","$4,000,000 ","$2,000,000 ",,4.70%,,"$13,061,988 ","$13,061,988 ","$6,530,994 "
Matt Flynn,Raiders,2013,2,,"$11,500,000 ","$5,750,000 ","$6,500,000 ",,4.70%,,"$26,104,065 ","$13,052,033 ","$14,754,472 "
Trey Lance,SF/DAL,2021,4,,"$34,105,258 ","$8,526,315 ","$34,105,258 ",,4.70%,,"$52,176,373 ","$13,044,094 ","$52,176,373 "
Kyler Murray,Cardinals,2019,4,,"$35,158,644 ","$8,789,661 ","$35,158,644 ",,4.70%,,"$52,158,838 ","$13,039,710 ","$52,158,838 "
Baker Mayfield,Browns,2018,4,,"$32,682,980 ","$8,170,745 ","$32,682,980 ",,4.60%,,"$51,495,982 ","$12,873,996 ","$51,495,982 "
Andrew Luck,Colts,2012,4,,"$22,107,998 ","$5,527,000 ","$22,107,998 ",,4.60%,,"$51,182,032 ","$12,795,509 ","$51,182,032 "
Cam Newton,Panthers,2011,4,,"$22,025,498 ","$5,506,375 ","$22,025,498 ",,4.60%,,"$51,086,347 ","$12,771,588 ","$51,086,347 "
Joe Burrow,Bengals,2020,4,,"$36,190,136 ","$9,047,534 ","$36,190,136 ",,4.60%,,"$50,980,252 ","$12,745,063 ","$50,980,252 "
Cam Newton,Panthers,2021,1,,"$8,250,000 ","$8,250,000 ","$4,500,000 ",,4.50%,,"$12,621,370 ","$12,621,370 ","$6,884,384 "
Chase Daniel,Eagles,2016,3,,"$21,000,000 ","$7,000,000 ","$12,000,000 ",,4.50%,,"$37,761,319 ","$12,587,106 ","$21,577,897 "
Marcus Mariota,Falcons,2022,2,,"$18,750,000 ","$9,375,000 ","$6,750,000 ",,4.50%,,"$25,144,092 ","$12,572,046 ","$9,051,873 "
Jared Goff,Rams,2016,4,,"$27,937,672 ","$6,984,418 ","$27,937,672 ",,4.50%,,"$50,236,350 ","$12,559,087 ","$50,236,350 "
Chad Pennington,Dolphins,2010,1,,"$5,750,000 ","$5,750,000 ","$1,000,000 ",,4.50%,,"$12,444,961 ","$12,444,961 ","$2,164,341 "
Marcus Mariota,Raiders,2020,2,,"$17,600,000 ","$8,800,000 ","$7,500,000 ",,4.40%,,"$24,792,735 ","$12,396,367 ","$10,565,086 "
Jameis Winston,Buccaneers,2015,4,,"$25,351,277 ","$6,337,819 ","$25,351,277 ",,4.40%,,"$49,400,311 ","$12,350,077 ","$49,400,311 "
Robert Griffin III,Commanders,2012,5,,"$21,119,098 ","$5,279,775 ","$21,119,098 ",,4.40%,,"$48,892,638 ","$12,223,161 ","$48,892,638 "
Cam Ward,Titans,2025,4,,"$48,839,604 ","$12,209,901 ","$48,839,604 ",,4.40%,,"$48,839,604 ","$12,209,901 ","$48,839,604 "
Mitchell Trubisky,Bears,2017,4,,"$29,032,436 ","$7,258,109 ","$29,032,436 ",,4.30%,,"$48,538,061 ","$12,134,515 ","$48,538,061 "
Carson Wentz,Eagles,2016,4,,"$26,676,338 ","$6,669,085 ","$26,676,338 ",,4.30%,,"$47,968,272 ","$11,992,069 ","$47,968,272 "
Sam Darnold,NYJ/CAR,2018,4,,"$30,247,694 ","$7,561,924 ","$30,247,694 ",,4.30%,,"$47,658,895 ","$11,914,724 ","$47,658,895 "
Marcus Mariota,Titans,2015,4,,"$24,213,974 ","$6,053,494 ","$24,213,974 ",,4.20%,,"$47,184,126 ","$11,796,032 ","$47,184,126 "
Bryce Young,Panthers,2023,4,,"$37,955,074 ","$9,488,769 ","$37,955,074 ",,4.20%,,"$47,139,932 ","$11,784,984 ","$47,139,932 "
Donovan McNabb,Vikings,2011,1,,"$5,050,000 ","$5,050,000 ",$0 ,,4.20%,,"$11,713,063 ","$11,713,063 ",$0 
Kyle Orton,Bills,2014,2,,"$11,000,000 ","$5,500,000 ","$3,000,000 ",,4.10%,,"$23,091,729 ","$11,545,865 ","$6,297,744 "
Joe Flacco,Ravens,2008,5,,"$23,800,000 ","$4,760,000 ","$8,360,000 ",,4.10%,,"$57,284,138 ","$11,456,828 ","$20,121,655 "
Nick Foles,Bears,2020,3,,"$24,000,000 ","$8,000,000 ","$21,000,000 ",,4.00%,,"$33,808,274 ","$11,269,425 ","$29,582,240 "
C.J. Stroud,Texans,2023,4,,"$36,279,244 ","$9,069,811 ","$36,279,244 ",,4.00%,,"$45,058,563 ","$11,264,641 ","$45,058,563 "
Case Keenum,Commanders,2019,1,,"$7,500,000 ","$7,500,000 ","$7,500,000 ",,4.00%,,"$11,126,461 ","$11,126,461 ","$11,126,461 "
Matt Cassel,BUF/MIN,2014,2,,"$10,500,000 ","$5,250,000 ","$5,650,000 ",,3.90%,,"$22,042,105 ","$11,021,053 ","$11,860,752 "
Sam Darnold,Vikings,2024,1,,"$10,000,000 ","$10,000,000 ","$8,750,000 ",,3.90%,,"$10,931,872 ","$10,931,872 ","$9,565,388 "
Blake Bortles,Jaguars,2014,4,,"$20,654,802 ","$5,163,701 ","$20,654,802 ",,3.90%,,"$43,359,554 ","$10,839,890 ","$43,359,554 "
Caleb Williams,Bears,2024,4,,"$39,486,058 ","$9,871,515 ","$39,486,058 ",,3.90%,,"$43,165,652 ","$10,791,413 ","$43,165,652 "
Teddy Bridgewater,Saints,2019,1,,"$7,250,000 ","$7,250,000 ","$7,250,000 ",,3.90%,,"$10,755,579 ","$10,755,579 ","$10,755,579 "
Tua Tagovailoa,Dolphins,2020,4,,"$30,275,436 ","$7,568,859 ","$30,275,436 ",,3.80%,,"$42,648,344 ","$10,662,086 ","$42,648,344 "
Anthony Richardson,Colts,2023,4,,"$33,994,030 ","$8,498,508 ","$33,994,030 ",,3.80%,,"$42,220,343 ","$10,555,086 ","$42,220,343 "
Russell Wilson,Giants,2025,1,,"$10,500,000 ","$10,500,000 ","$10,000,000 ",,3.80%,,"$10,500,000 ","$10,500,000 ","$10,000,000 "
Josh McCown,Buccaneers,2014,2,,"$10,000,000 ","$5,000,000 ","$4,750,000 ",,3.80%,,"$20,992,481 ","$10,496,241 ","$9,971,429 "
Kurt Warner,Giants,2004,1,,"$3,000,000 ","$3,000,000 ","$1,500,000 ",,3.70%,,"$10,394,381 ","$10,394,381 ","$5,197,190 "
Ryan Tannehill,MIA/TEN,2019,1,,"$7,000,000 ","$7,000,000 ","$6,750,000 ",,3.70%,,"$10,384,697 ","$10,384,697 ","$10,013,815 "
Jayden Daniels,Commanders,2024,4,,"$37,746,650 ","$9,436,663 ","$37,746,650 ",,3.70%,,"$41,264,153 ","$10,316,039 ","$41,264,153 "
Brian Hoyer,Texans,2015,2,,"$10,500,000 ","$5,250,000 ","$4,750,000 ",,3.70%,,"$20,460,637 ","$10,230,318 ","$9,256,002 "
Brian Hoyer,49ers,2017,2,,"$12,000,000 ","$6,000,000 ","$9,850,000 ",,3.60%,,"$20,062,275 ","$10,031,138 ","$16,467,784 "
Josh McCown,Jets,2017,1,,"$6,000,000 ","$6,000,000 ","$6,000,000 ",,3.60%,,"$10,031,138 ","$10,031,138 ","$10,031,138 "
Drake Maye,Patriots,2024,4,,"$36,639,764 ","$9,159,941 ","$36,639,764 ",,3.60%,,"$40,054,119 ","$10,013,530 ","$40,054,119 "
Jason Campbell,Raiders,2010,1,,"$4,600,000 ","$4,600,000 ",$0 ,,3.60%,,"$9,955,969 ","$9,955,969 ",$0 
Mitchell Trubisky,Steelers,2022,2,,"$14,285,000 ","$7,412,500 ","$5,250,000 ",,3.60%,,"$19,156,446 ","$9,940,298 ","$7,040,346 "
Jacoby Brissett,Commanders,2023,1,,"$8,000,000 ","$8,000,000 ","$7,500,000 ",,3.60%,,"$9,935,943 ","$9,935,943 ","$9,314,947 "
Chad Pennington,Dolphins,2008,2,,"$8,000,000 ","$4,000,000 ","$3,500,000 ",,3.40%,,"$19,255,172 ","$9,627,586 ","$8,424,138 "
Daniel Jones,Giants,2019,4,,"$25,664,056 ","$6,416,014 ","$25,664,056 ",,3.40%,,"$38,073,350 ","$9,518,337 ","$38,073,350 "
Teddy Bridgewater,NO/NYJ,2018,1,,"$6,000,000 ","$6,000,000 ","$500,000 ",,3.40%,,"$9,453,725 ","$9,453,725 ","$787,810 "
Jimmy Garoppolo,49ers,2022,1,,"$7,000,000 ","$7,000,000 ","$6,500,000 ",,3.40%,,"$9,387,128 ","$9,387,128 ","$8,716,619 "
Justin Herbert,Chargers,2020,4,,"$26,578,754 ","$6,644,689 ","$26,578,754 ",,3.40%,,"$37,440,909 ","$9,360,228 ","$37,440,909 "
Alex Smith,49ers,2011,1,,"$4,000,000 ","$4,000,000 ","$4,000,000 ",,3.30%,,"$9,277,674 ","$9,277,674 ","$9,277,674 "
Vince Young,Eagles,2011,1,,"$4,000,000 ","$4,000,000 ","$2,000,000 ",,3.30%,,"$9,277,674 ","$9,277,674 ","$4,638,837 "
Nick Foles,Eagles,2017,2,,"$11,000,000 ","$5,500,000 ","$7,000,000 ",,3.30%,,"$18,390,419 ","$9,195,210 ","$11,702,994 "
Josh McCown,Browns,2015,3,,"$14,000,000 ","$4,666,667 ","$6,250,000 ",,3.30%,,"$27,280,849 ","$9,093,617 ","$12,178,950 "
Matt Moore,Dolphins,2013,2,,"$8,000,000 ","$4,000,000 ","$4,000,000 ",,3.30%,,"$18,159,350 ","$9,079,675 ","$9,079,675 "
Mark Sanchez,DEN/PHI,2015,2,,"$9,000,000 ","$4,500,000 ","$5,500,000 ",,3.10%,,"$17,537,688 ","$8,768,844 ","$10,717,476 "
Jacoby Brissett,Patriots,2024,1,,"$8,000,000 ","$8,000,000 ","$6,500,000 ",,3.10%,,"$8,745,497 ","$8,745,497 ","$7,105,717 "
Teddy Bridgewater,Dolphins,2022,1,,"$6,500,000 ","$6,500,000 ","$6,500,000 ",,3.10%,,"$8,716,619 ","$8,716,619 ","$8,716,619 "
Taylor Heinicke,Falcons,2023,2,,"$14,000,000 ","$7,000,000 ","$6,320,000 ",,3.10%,,"$17,387,900 ","$8,693,950 ","$7,849,395 "
Luke McCown,JAX/TB,2009,2,,"$7,500,000 ","$3,750,000 ","$2,500,000 ",,3.00%,,"$17,024,390 ","$8,512,195 ","$5,674,797 "
Case Keenum,BUF/CLE,2020,3,,"$18,000,000 ","$6,000,000 ","$8,000,000 ",,3.00%,,"$25,356,206 ","$8,452,069 ","$11,269,425 "
Tyrod Taylor,Texans,2021,1,,"$5,500,000 ","$5,500,000 ","$2,500,000 ",,3.00%,,"$8,414,247 ","$8,414,247 ","$3,824,658 "
Jameis Winston,Saints,2021,1,,"$5,500,000 ","$5,500,000 ","$5,500,000 ",,3.00%,,"$8,414,247 ","$8,414,247 ","$8,414,247 "
Matt Cassel,Vikings,2013,1,,"$3,700,000 ","$3,700,000 ","$2,000,000 ",,3.00%,,"$8,398,699 ","$8,398,699 ","$4,539,837 "
Michael Vick,Jets,2014,1,,"$4,000,000 ","$4,000,000 ","$4,000,000 ",,3.00%,,"$8,396,992 ","$8,396,992 ","$8,396,992 "
Chad Henne,Jaguars,2014,2,,"$8,000,000 ","$4,000,000 ","$4,500,000 ",,3.00%,,"$16,793,985 ","$8,396,992 ","$9,446,617 "
Josh Allen,Bills,2018,4,,"$21,183,034 ","$5,295,759 ","$21,183,034 ",,3.00%,,"$33,376,428 ","$8,344,108 ","$33,376,428 "
Matt Hasselbeck,Colts,2013,2,,"$7,250,000 ","$3,625,000 ","$3,000,000 ",,2.90%,,"$16,456,911 ","$8,228,455 ","$6,809,756 "
Josh McCown,LV/DET,2006,2,,"$6,000,000 ","$3,000,000 ","$2,000,000 ",,2.90%,,"$16,423,529 ","$8,211,765 ","$5,474,510 "
Tony Romo,Cowboys,2006,1,,"$3,000,000 ","$3,000,000 ","$2,000,000 ",,2.90%,,"$8,211,765 ","$8,211,765 ","$5,474,510 "
Tyrod Taylor,Chargers,2019,2,,"$11,000,000 ","$5,500,000 ","$6,000,000 ",,2.90%,,"$16,318,810 ","$8,159,405 ","$8,901,169 "
Ryan Fitzpatrick,Dolphins,2019,2,,"$11,000,000 ","$5,500,000 ","$7,000,000 ",,2.90%,,"$16,318,810 ","$8,159,405 ","$10,384,697 "
Jason Campbell,Bears,2012,1,,"$3,500,000 ","$3,500,000 ","$2,000,000 ",,2.90%,,"$8,102,819 ","$8,102,819 ","$4,630,182 "
Kyle Orton,Cowboys,2012,3,,"$10,500,000 ","$3,500,000 ","$5,000,000 ",,2.90%,,"$24,308,458 ","$8,102,819 ","$11,575,456 "
Marcus Mariota,Commanders,2025,1,,"$8,000,000 ","$8,000,000 ","$7,390,000 ",,2.90%,,"$8,000,000 ","$8,000,000 ","$7,390,000 "
David Carr,Panthers,2007,2,,"$6,200,000 ","$3,100,000 ","$3,000,000 ",,2.80%,,"$15,881,101 ","$7,940,550 ","$7,684,404 "
A.J. McCarron,Raiders,2018,2,,"$10,000,000 ","$5,000,000 ","$4,900,000 ",,2.80%,,"$15,756,208 ","$7,878,104 ","$7,720,542 "
Chase Daniel,Bears,2018,2,,"$10,000,000 ","$5,000,000 ","$7,000,000 ",,2.80%,,"$15,756,208 ","$7,878,104 ","$11,029,345 "
A.J. McCarron,Bills,2018,2,,"$10,000,000 ","$5,000,000 ","$4,900,000 ",,2.80%,,"$15,756,208 ","$7,878,104 ","$7,720,542 "
Derek Anderson,Cardinals,2010,2,,"$7,250,000 ","$3,625,000 ","$2,500,000 ",,2.80%,,"$15,691,473 ","$7,845,736 ","$5,410,853 "
Chad Henne,Jaguars,2012,2,,"$6,750,000 ","$3,375,000 ","$4,075,000 ",,2.80%,,"$15,626,866 ","$7,813,433 ","$9,433,997 "
Michael Vick,Eagles,2009,2,,"$6,875,000 ","$3,437,500 ","$1,500,000 ",,2.80%,,"$15,605,691 ","$7,802,846 ","$3,404,878 "
Cam Newton,Patriots,2021,1,,"$5,100,000 ","$5,100,000 ","$3,500,000 ",,2.80%,,"$7,802,301 ","$7,802,301 ","$5,354,521 "
Brian Griese,CHI/TB,2006,5,,"$14,200,000 ","$2,840,000 ","$4,500,000 ",,2.80%,,"$38,869,020 ","$7,773,804 ","$12,317,647 "
Shaun Hill,Lions,2010,3,,"$10,760,000 ","$3,586,667 ","$1,091,750 ",,2.80%,,"$23,288,310 ","$7,762,771 ","$2,362,919 "
Jacoby Brissett,Dolphins,2021,1,,"$5,000,000 ","$5,000,000 ","$5,000,000 ",,2.70%,,"$7,649,315 ","$7,649,315 ","$7,649,315 "
Nick Foles,Chiefs,2016,2,,"$8,500,000 ","$4,250,000 ",$0 ,,2.70%,,"$15,284,343 ","$7,642,172 ",$0 
Mason Rudolph,Steelers,2021,1,,"$4,985,199 ","$4,985,199 ","$2,080,000 ",,2.70%,,"$7,626,672 ","$7,626,672 ","$3,182,115 "
Ryan Fitzpatrick,HOU/NYJ,2014,2,,"$7,250,000 ","$3,625,000 ","$4,000,000 ",,2.70%,,"$15,219,549 ","$7,609,774 ","$8,396,992 "
Chase Daniel,Chiefs,2013,3,,"$10,000,000 ","$3,333,333 ","$4,000,000 ",,2.70%,,"$22,699,187 ","$7,566,395 ","$9,079,675 "
Josh McCown,MIA/CAR,2008,2,,"$6,250,000 ","$3,125,000 ","$2,500,000 ",,2.70%,,"$15,043,103 ","$7,521,552 ","$6,017,241 "
Ryan Fitzpatrick,Titans,2013,2,,"$6,500,000 ","$3,250,000 ","$3,250,000 ",,2.60%,,"$14,754,472 ","$7,377,236 ","$7,377,236 "
Alex Smith,49ers,2009,2,,"$6,500,000 ","$3,250,000 ","$4,000,000 ",,2.60%,,"$14,754,472 ","$7,377,236 ","$9,079,675 "
Tyrod Taylor,Giants,2022,2,,"$11,000,000 ","$5,500,000 ","$8,200,000 ",,2.60%,,"$14,751,201 ","$7,375,600 ","$10,996,350 "
Ryan Tannehill,Dolphins,2012,4,,"$12,668,512 ","$3,167,128 ","$12,668,512 ",,2.60%,,"$29,328,761 ","$7,332,190 ","$29,328,761 "
Jake Locker,Titans,2011,4,,"$12,586,002 ","$3,146,501 ","$12,586,002 ",,2.60%,,"$29,192,206 ","$7,298,053 ","$29,192,206 "
Mark Brunell,Jaguars,1995,3,,"$2,900,000 ","$966,667 ",$0 ,,2.60%,,"$21,824,259 ","$7,274,755 ",$0 
Kyle Orton,CHI/DEN,2008,1,,"$3,000,000 ","$3,000,000 ","$1,400,000 ",,2.60%,,"$7,220,690 ","$7,220,690 ","$3,369,655 "
Justin Fields,CHI/PIT,2021,4,,"$18,871,952 ","$4,717,988 ","$18,871,952 ",,2.60%,,"$28,871,501 ","$7,217,875 ","$28,871,501 "
Chad Henne,Jaguars,2016,2,,"$8,000,000 ","$4,000,000 ","$4,500,000 ",,2.60%,,"$14,385,264 ","$7,192,632 ","$8,091,711 "
Mitchell Trubisky,Steelers,2023,2,,"$11,250,000 ","$5,625,000 ","$6,920,000 ",,2.50%,,"$13,972,420 ","$6,986,210 ","$8,594,591 "
Blaine Gabbert,JAX/SF,2011,4,,"$12,001,646 ","$3,000,412 ","$12,001,646 ",,2.50%,,"$27,836,840 ","$6,959,211 ","$27,836,840 "
Josh Rosen,ARI/MIA,2018,4,,"$17,597,760 ","$4,399,440 ","$17,597,760 ",,2.50%,,"$27,727,396 ","$6,931,849 ","$27,727,396 "
Kevin Kolb,Bills,2013,2,,"$6,100,000 ","$3,050,000 ","$1,000,000 ",,2.50%,,"$13,846,504 ","$6,923,252 ","$2,269,919 "
Patrick Mahomes,Chiefs,2017,4,,"$16,425,962 ","$4,106,491 ","$16,425,962 ",,2.50%,,"$27,461,848 ","$6,865,463 ","$27,461,848 "
Ryan Mallett,Texans,2015,2,,"$7,000,000 ","$3,500,000 ",$0 ,,2.40%,,"$13,640,424 ","$6,820,212 ",$0 
Jason Campbell,Commanders,2010,1,,"$3,143,250 ","$3,143,250 ",$0 ,,2.40%,,"$6,803,065 ","$6,803,065 ",$0 
David Carr,49ers,2010,2,,"$6,250,000 ","$3,125,000 ","$3,875,000 ",,2.40%,,"$13,527,132 ","$6,763,566 ","$8,386,822 "
Matt Schaub,Falcons,2017,1,,"$8,000,000 ","$4,000,000 ","$2,500,000 ",,2.40%,,"$13,374,850 ","$6,687,425 ","$4,179,641 "
Matt Moore,Panthers,2010,1,,"$3,043,000 ","$3,043,000 ",$0 ,,2.40%,,"$6,586,090 ","$6,586,090 ",$0 
Marcus Mariota,Commanders,2024,1,,"$6,000,000 ","$6,000,000 ","$5,390,000 ",,2.30%,,"$6,559,123 ","$6,559,123 ","$5,892,279 "
Tyrod Taylor,Jets,2024,2,,"$12,000,000 ","$6,000,000 ","$8,500,000 ",,2.30%,,"$13,118,246 ","$6,559,123 ","$9,292,091 "
Josh Freeman,Vikings,2013,1,,"$2,833,334 ","$2,833,334 ",$0 ,,2.30%,,"$6,431,438 ","$6,431,438 ",$0 
Matt Leinart,Texans,2011,2,,"$5,500,000 ","$2,750,000 ","$2,000,000 ",,2.30%,,"$12,756,802 ","$6,378,401 ","$4,638,837 "
Shaun Hill,Lions,2012,2,,"$5,500,000 ","$2,750,000 ","$1,000,000 ",,2.30%,,"$12,733,002 ","$6,366,501 ","$2,315,091 "
Shaun Hill,Vikings,2015,2,,"$6,500,000 ","$3,250,000 ","$3,200,000 ",,2.30%,,"$12,666,108 ","$6,333,054 ","$6,235,623 "
Mike Glennon,Cardinals,2018,2,,"$8,000,000 ","$4,000,000 ","$4,000,000 ",,2.30%,,"$12,604,966 ","$6,302,483 ","$6,302,483 "
Michael Penix Jr.,Falcons,2024,4,,"$22,882,636 ","$5,720,659 ","$22,882,636 ",,2.20%,,"$25,015,004 ","$6,253,751 ","$25,015,004 "
Jacoby Brissett,Cardinals,2025,2,,"$12,500,000 ","$6,250,000 ","$6,500,000 ",,2.20%,,"$12,500,000 ","$6,250,000 ","$6,500,000 "
Ryan Fitzpatrick,Bills,2009,3,,"$8,250,000 ","$2,750,000 ","$1,170,000 ",,2.20%,,"$18,726,829 ","$6,242,276 ","$2,655,805 "
